Timestamp,Event
"June 17, 2021 09:23:27",c
"June 17, 2021 09:23:28",c
"June 17, 2021 09:23:30",c
"June 17, 2021 09:23:31",c
"June 17, 2021 09:23:35",c
"June 17, 2021 09:23:40",c
"June 17, 2021 09:23:42",c
"June 17, 2021 09:23:46",c
"June 17, 2021 09:23:48",c
"June 17, 2021 09:23:53",c
"June 17, 2021 09:23:55",c
"June 17, 2021 09:23:58",c
"June 17, 2021 09:24:03",c
"June 17, 2021 09:24:06",c
"June 17, 2021 09:24:09",c
"June 17, 2021 09:24:12",c
"June 17, 2021 09:24:14",c
"June 17, 2021 09:24:19",c
"June 17, 2021 09:24:24",c
"June 17, 2021 09:24:28",c
"June 17, 2021 09:24:32",c
"June 17, 2021 09:24:34",c
"June 17, 2021 09:24:39",c
"June 17, 2021 09:24:40",c
"June 17, 2021 09:24:43",c
"June 17, 2021 09:24:48",c
"June 17, 2021 09:24:50",c
"June 17, 2021 09:24:53",c
"June 17, 2021 09:24:58",c
"June 17, 2021 09:25:03",c
"June 17, 2021 09:25:06",c
"June 17, 2021 09:25:08",c
"June 17, 2021 09:25:11",c
"June 17, 2021 09:25:13",c
"June 17, 2021 09:25:14",c
"June 17, 2021 09:25:18",c
"June 17, 2021 09:25:19",c
"June 17, 2021 09:25:24",c
"June 17, 2021 09:25:27",c
"June 17, 2021 09:25:30",c
"June 17, 2021 09:25:35",c
"June 17, 2021 09:25:38",c
"June 17, 2021 09:25:39",c
"June 17, 2021 09:25:40",c
"June 17, 2021 09:25:43",c
"June 17, 2021 09:25:44",c
"June 17, 2021 09:25:48",c
"June 17, 2021 09:25:53",c
"June 17, 2021 09:25:58",c
"June 17, 2021 09:26:03",c
"June 17, 2021 09:26:05",c
"June 17, 2021 09:26:08",c
"June 17, 2021 09:26:12",c
"June 17, 2021 09:26:15",c
"June 17, 2021 09:26:20",c
"June 17, 2021 09:26:25",c
"June 17, 2021 09:26:27",c
"June 17, 2021 09:26:32",c
"June 17, 2021 09:26:34",c
"June 17, 2021 09:26:36",c
"June 17, 2021 09:26:38",c
"June 17, 2021 09:26:40",c
"June 17, 2021 09:26:43",c
"June 17, 2021 09:26:46",c
"June 17, 2021 09:26:51",c
"June 17, 2021 09:26:55",c
"June 17, 2021 09:27:00",c
"June 17, 2021 09:27:01",c
"June 17, 2021 09:27:03",d
"June 17, 2021 09:27:08",a
"June 17, 2021 09:27:13",b
"June 17, 2021 09:27:18",b
"June 17, 2021 09:27:20",b
"June 17, 2021 09:27:25",b
"June 17, 2021 09:27:29",b
"June 17, 2021 09:27:31",b
"June 17, 2021 09:27:33",b
"June 17, 2021 09:27:36",b
"June 17, 2021 09:27:38",b
"June 17, 2021 09:27:39",b
"June 17, 2021 09:27:44",b
"June 17, 2021 09:27:45",b
"June 17, 2021 09:27:48",b
"June 17, 2021 09:27:50",b
"June 17, 2021 09:27:52",b
"June 17, 2021 09:27:55",b
"June 17, 2021 09:27:59",b
"June 17, 2021 09:28:01",b
"June 17, 2021 09:28:04",b
"June 17, 2021 09:28:08",b
"June 17, 2021 09:28:12",b
"June 17, 2021 09:28:16",b
"June 17, 2021 09:28:20",b
"June 17, 2021 09:28:21",b
"June 17, 2021 09:28:25",b
"June 17, 2021 09:28:30",b
"June 17, 2021 09:28:33",b
"June 17, 2021 09:28:36",b
"June 17, 2021 09:28:39",b
"June 17, 2021 09:28:40",b
"June 17, 2021 09:28:44",b
"June 17, 2021 09:28:49",b
"June 17, 2021 09:28:52",c
"June 17, 2021 09:28:57",c
"June 17, 2021 09:29:02",c
"June 17, 2021 09:29:03",c
"June 17, 2021 09:29:05",c
"June 17, 2021 09:29:10",c
"June 17, 2021 09:29:13",c
"June 17, 2021 09:29:15",c
"June 17, 2021 09:29:20",c
"June 17, 2021 09:29:21",c
"June 17, 2021 09:29:24",c
"June 17, 2021 09:29:28",c
"June 17, 2021 09:29:30",c
"June 17, 2021 09:29:34",c
"June 17, 2021 09:29:36",c
"June 17, 2021 09:29:39",c
"June 17, 2021 09:29:40",c
"June 17, 2021 09:29:45",c
"June 17, 2021 09:29:48",c
"June 17, 2021 09:29:50",c
"June 17, 2021 09:29:53",c
"June 17, 2021 09:29:58",c
"June 17, 2021 09:29:59",c
"June 17, 2021 09:30:00",c
"June 17, 2021 09:30:02",c
"June 17, 2021 09:30:07",c
"June 17, 2021 09:30:09",c
"June 17, 2021 09:30:11",c
"June 17, 2021 09:30:16",c
"June 17, 2021 09:30:17",c
"June 17, 2021 09:30:21",c
"June 17, 2021 09:30:23",c
"June 17, 2021 09:30:26",c
"June 17, 2021 09:30:28",c
"June 17, 2021 09:30:31",c
"June 17, 2021 09:30:33",c
"June 17, 2021 09:30:35",c
"June 17, 2021 09:30:37",c
"June 17, 2021 09:30:40",c
"June 17, 2021 09:30:43",c
"June 17, 2021 09:30:48",c
"June 17, 2021 09:30:53",c
"June 17, 2021 09:30:58",d
"June 17, 2021 09:30:59",a
"June 17, 2021 09:31:02",b
"June 17, 2021 09:31:05",b
"June 17, 2021 09:31:06",b
"June 17, 2021 09:31:10",b
"June 17, 2021 09:31:11",b
"June 17, 2021 09:31:13",b
"June 17, 2021 09:31:14",b
"June 17, 2021 09:31:19",b
"June 17, 2021 09:31:23",b
"June 17, 2021 09:31:25",b
"June 17, 2021 09:31:30",b
"June 17, 2021 09:31:34",b
"June 17, 2021 09:31:37",b
"June 17, 2021 09:31:42",b
"June 17, 2021 09:31:45",b
"June 17, 2021 09:31:49",b
"June 17, 2021 09:31:52",b
"June 17, 2021 09:31:55",b
"June 17, 2021 09:32:00",b
"June 17, 2021 09:32:05",b
"June 17, 2021 09:32:06",b
"June 17, 2021 09:32:07",b
"June 17, 2021 09:32:10",b
"June 17, 2021 09:32:11",b
"June 17, 2021 09:32:15",b
"June 17, 2021 09:32:17",b
"June 17, 2021 09:32:20",b
"June 17, 2021 09:32:22",b
"June 17, 2021 09:32:26",b
"June 17, 2021 09:32:30",b
"June 17, 2021 09:32:34",b
"June 17, 2021 09:32:35",b
"June 17, 2021 09:32:40",b
"June 17, 2021 09:32:41",b
"June 17, 2021 09:32:43",b
"June 17, 2021 09:32:46",b
"June 17, 2021 09:32:47",b
"June 17, 2021 09:32:51",b
"June 17, 2021 09:32:53",b
"June 17, 2021 09:32:55",b
"June 17, 2021 09:32:57",b
"June 17, 2021 09:33:01",b
"June 17, 2021 09:33:04",b
"June 17, 2021 09:33:08",b
"June 17, 2021 09:33:10",c
"June 17, 2021 09:33:14",c
"June 17, 2021 09:33:19",c
"June 17, 2021 09:33:23",c
"June 17, 2021 09:33:25",c
"June 17, 2021 09:33:30",c
"June 17, 2021 09:33:32",c
"June 17, 2021 09:33:37",c
"June 17, 2021 09:33:41",c
"June 17, 2021 09:33:43",c
"June 17, 2021 09:33:45",c
"June 17, 2021 09:33:50",c
"June 17, 2021 09:33:52",c
"June 17, 2021 09:33:53",c
"June 17, 2021 09:33:55",c
"June 17, 2021 09:33:59",c
"June 17, 2021 09:34:00",c
"June 17, 2021 09:34:03",c
"June 17, 2021 09:34:06",c
"June 17, 2021 09:34:10",c
"June 17, 2021 09:34:13",c
"June 17, 2021 09:34:14",c
"June 17, 2021 09:34:19",c
"June 17, 2021 09:34:21",c
"June 17, 2021 09:34:23",c
"June 17, 2021 09:34:27",c
"June 17, 2021 09:34:28",c
"June 17, 2021 09:34:29",c
"June 17, 2021 09:34:32",d
